"","work","dimension","population_size","max_gens","PKG","seconds","generations","diff_fitness","evaluations","initial_temp_1","initial_temp_2","initial_temp","color","base","shape","size","cum_seconds","run","power"
"112","base-europar-test",10,400,25,315.33,6.82717171,NA,0,NA,33.2,31.5,32.35,"blue",TRUE,21,3,907.14065295,"B",46.1875009732251
"113","europar-test",10,400,25,417.59,9.29664516,59,4.235082,218330,32.5,31,31.75,"red",FALSE,21,4,916.43729811,"W",44.9183541818649
"114","base-europar-test",10,400,25,311.36,6.83934826,NA,0,NA,37.6,34.6,36.1,"blue",TRUE,21,3,923.27664637,"B",45.524805604796
"115","europar-test",10,400,25,423.95,9.26787409,60,4.693784,222358,33.2,30.6,31.9,"red",FALSE,21,4,932.54452046,"W",45.7440396668143
"116","base-europar-test",10,400,25,311.92,6.84030905,NA,0,NA,33.5,31.5,32.5,"blue",TRUE,21,3,939.38482951,"B",45.6002788353547
"117","europar-test",10,400,25,411.47,9.25052678,46,7.325844,170302,34.5,32,33.25,"red",FALSE,21,4,948.63535629,"W",44.4807101028683
"118","base-europar-test",10,400,25,305.78,6.83023717,NA,0,NA,33.8,31.5,32.65,"blue",TRUE,21,3,955.46559346,"B",44.7685771942235
"119","europar-test",10,400,25,419.06,9.23831705,53,3.89781,196225,35.4,31.5,33.45,"red",FALSE,21,4,964.70391051,"W",45.3610758033034
"120","base-europar-test",10,400,25,306.99,6.84413729,NA,0,NA,33,31,32,"blue",TRUE,21,3,971.5480478,"B",44.854447973822
"121","europar-test",10,400,25,427.46,9.28404167,57,4.932475,211127,33.5,31,32.25,"red",FALSE,21,4,980.83208947,"W",46.0424473730308
"122","base-europar-test",10,400,25,302.83,6.84808727,NA,0,NA,35.4,31.5,33.45,"blue",TRUE,21,3,987.68017674,"B",44.2211070128492
"123","base-europar-test",10,200,10,299.4,6.84199874,NA,0,NA,38.6,33.2,35.9,"blue",TRUE,21,3,994.52217548,"B",43.7591428144577
"124","europar-test",10,200,10,416.15,9.25057395,25,7.055533,46506,34.5,31.2,32.85,"red",FALSE,21,4,1003.77274943,"W",44.9863978439954
"125","base-europar-test",10,200,10,320.21,6.851057,NA,0,NA,35.4,32.2,33.8,"blue",TRUE,21,3,1010.62380643,"B",46.7387733016964
"126","europar-test",10,200,10,424.88,9.25566762,15,5.927526,28124,37.6,34.6,36.1,"red",FALSE,21,4,1019.87947405,"W",45.9048463540224
"127","base-europar-test",10,200,10,303.53,6.87997369,NA,0,NA,34.2,31.6,32.9,"blue",TRUE,21,3,1026.75944774,"B",44.117901270637
"128","europar-test",10,200,10,419.33,9.23366952,17,6.399538,31741,33.5,31.5,32.5,"red",FALSE,21,4,1035.99311726,"W",45.4131479464082
"129","base-europar-test",10,200,10,306.69,6.83382686,NA,0,NA,33.5,30.5,32,"blue",TRUE,21,3,1042.82694412,"B",44.8782221561873
"130","europar-test",10,200,10,408.43,9.21220916,36,6.329987,66953,33,31,32,"red",FALSE,21,4,1052.03915328,"W",44.3357280437606
"131","base-europar-test",10,200,10,311.42,6.82312587,NA,0,NA,32.5,31,31.75,"blue",TRUE,21,3,1058.86227915,"B",45.6418371774812
"132","europar-test",10,200,10,424.7,9.20377169,32,7.154948,59501,32.5,31.5,32,"red",FALSE,21,4,1068.06605084,"W",46.1441259414813
"133","base-europar-test",10,200,10,300.63,6.79767282,NA,0,NA,35,31,33,"blue",TRUE,21,3,1074.86372366,"B",44.2254294904414
"134","europar-test",10,200,10,427.59,9.25554377,17,8.412935,31743,36.4,31.8,34.1,"red",FALSE,21,4,1084.11926743,"W",46.1982581062333
"135","base-europar-test",10,200,10,315.74,6.8571454,NA,0,NA,35,32.8,33.9,"blue",TRUE,21,3,1090.97641283,"B",46.0453995914976
"136","europar-test",10,200,10,414.84,9.21283612,18,8.780262,33668,33.5,31.8,32.65,"red",FALSE,21,4,1100.18924895,"W",45.0284792431541
"137","base-europar-test",10,200,10,316.2,6.85207051,NA,0,NA,33,30.5,31.75,"blue",TRUE,21,3,1107.04131946,"B",46.1466354642051
"138","europar-test",10,200,10,414.96,9.21884164,25,6.988416,46677,34.4,32.5,33.45,"red",FALSE,21,4,1116.2601611,"W",45.012162721129
"139","base-europar-test",10,200,10,316.27,6.86248437,NA,0,NA,39.9,34.1,37,"blue",TRUE,21,3,1123.12264547,"B",46.0868080636517
"140","europar-test",10,200,10,419.81,9.2046623,20,6.862337,37185,34,31,32.5,"red",FALSE,21,4,1132.32730777,"W",45.6084086865414
"141","base-europar-test",10,200,10,313.21,6.88940126,NA,0,NA,35.4,31.6,33.5,"blue",TRUE,21,3,1139.21670903,"B",45.4625863960782
"142","europar-test",10,200,10,412.51,9.19373155,23,11.353199,42748,34.5,32.5,33.5,"red",FALSE,21,4,1148.41044058,"W",44.8686148553032
"143","base-europar-test",10,200,10,309.83,6.86441648,NA,0,NA,34.2,32,33.1,"blue",TRUE,21,3,1155.27485706,"B",45.1356646122381
"144","europar-test",10,200,10,427.2,9.27920619,15,8.413444,28028,33.8,30.5,32.15,"red",FALSE,21,4,1164.55406325,"W",46.0384208791895
"145","base-europar-test",10,200,10,315.55,6.87789801,NA,0,NA,42,33.8,37.9,"blue",TRUE,21,3,1171.43196126,"B",45.8788425680654
"146","europar-test",10,200,10,416.59,9.28428778,18,5.796476,33717,36.4,33.5,34.95,"red",FALSE,21,4,1180.71624904,"W",44.8704316229198
"147","base-europar-test",10,200,10,308.42,6.86730568,NA,0,NA,35.4,32,33.7,"blue",TRUE,21,3,1187.58355472,"B",44.9113545212101
"148","europar-test",10,200,10,409.67,9.24090845,34,4.764861,63210,34.2,31,32.6,"red",FALSE,21,4,1196.82446317,"W",44.3322214711477
"149","base-europar-test",10,200,10,315.95,6.80743744,NA,0,NA,34,31,32.5,"blue",TRUE,21,3,1203.63190061,"B",46.4124720623213
"150","europar-test",10,200,10,425.29,9.22528093,22,5.731155,40919,32,30.5,31.25,"red",FALSE,21,4,1212.85718154,"W",46.1004931152812
"151","base-europar-test",10,200,10,314.85,6.84238784,NA,0,NA,35,31.5,33.25,"blue",TRUE,21,3,1219.69956938,"B",46.0146380711445
"152","europar-test",10,200,10,424.34,9.22625032,24,6.325626,44705,33.2,31.8,32.5,"red",FALSE,21,4,1228.9258197,"W",45.9926823229743
"153","base-europar-test",10,200,10,308.07,6.84763024,NA,0,NA,32.5,31,31.75,"blue",TRUE,21,3,1235.77344994,"B",44.9892866878863
"154","europar-test",10,200,10,422.18,9.20944261,13,10.315385,24363,35,32.2,33.6,"red",FALSE,21,4,1244.98289255,"W",45.8420794697802
"155","base-europar-test",10,200,10,306.85,6.86912879,NA,0,NA,33.8,30.6,32.2,"blue",TRUE,21,3,1251.85202134,"B",44.6708759408775
"156","europar-test",10,200,10,423.62,9.22414748,15,8.343663,28126,35,31.2,33.1,"red",FALSE,21,4,1261.07616882,"W",45.9251113361427
"157","base-europar-test",10,200,10,302.18,6.8577919,NA,0,NA,45.5,33.2,39.35,"blue",TRUE,21,3,1267.93396072,"B",44.0637459413139
"158","europar-test",10,200,10,426.62,9.24787513,15,5.27572,28100,33.2,31,32.1,"red",FALSE,21,4,1277.18183585,"W",46.1316782507205
"159","base-europar-test",10,200,10,307.99,6.86857013,NA,0,NA,34.2,32,33.1,"blue",TRUE,21,3,1284.05040598,"B",44.8404826871878
"160","europar-test",10,200,10,409.5,9.25543295,13,8.34938,24501,34.2,30.5,32.35,"red",FALSE,21,4,1293.30583893,"W",44.2442835696843
"161","base-europar-test",10,200,10,304.5,6.85640639,NA,0,NA,34.5,31.1,32.8,"blue",TRUE,21,3,1300.16224532,"B",44.4110198082935
"162","europar-test",10,200,10,424.94,9.22393083,34,5.294263,63196,34,31,32.5,"red",FALSE,21,4,1309.38617615,"W",46.069296033522
"163","base-europar-test",10,200,10,303.41,6.84183683,NA,0,NA,32.5,31,31.75,"blue",TRUE,21,3,1316.22801298,"B",44.3462782786067
"164","europar-test",10,200,10,433.38,9.26415143,20,5.721287,37273,33,30.5,31.75,"red",FALSE,21,4,1325.49216441,"W",46.7803234084225
"165","base-europar-test",10,200,10,313.39,6.8524033,NA,0,NA,37.9,35.6,36.75,"blue",TRUE,21,3,1332.34456771,"B",45.7343192278248
"166","europar-test",10,200,10,413.42,9.21370565,14,9.279551,26321,34,31.8,32.9,"red",FALSE,21,4,1341.55827336,"W",44.870111516966
"167","base-europar-test",10,200,10,308.13,6.82457244,NA,0,NA,33.5,30.5,32,"blue",TRUE,21,3,1348.3828458,"B",45.1500812261874
"168","europar-test",10,200,10,416.14,9.205203,12,11.063303,22536,36.9,34.9,35.9,"red",FALSE,21,4,1357.5880488,"W",45.207042147794
"169","base-europar-test",10,200,10,311.96,6.85046739,NA,0,NA,35.4,31,33.2,"blue",TRUE,21,3,1364.43851619,"B",45.5384986512577
"170","europar-test",10,200,10,403.21,9.19426203,20,5.243316,37210,36.9,33.2,35.05,"red",FALSE,21,4,1373.63277822,"W",43.8545256470138
"171","base-europar-test",10,200,10,311.35,6.87592756,NA,0,NA,36.6,33.5,35.05,"blue",TRUE,21,3,1380.50870578,"B",45.2811634914897
"172","europar-test",10,200,10,413.3,9.26439164,16,8.154266,29989,34.8,31,32.9,"red",FALSE,21,4,1389.77309742,"W",44.6116718787592
"173","base-europar-test",10,200,10,316.33,6.87645384,NA,0,NA,38.1,32.2,35.15,"blue",TRUE,21,3,1396.64955126,"B",46.0019084487885
"174","europar-test",10,200,10,418.12,9.24338362,14,5.542922,26285,34,31,32.5,"red",FALSE,21,4,1405.89293488,"W",45.2345177035939
"175","base-europar-test",10,200,10,310.73,6.85056905,NA,0,NA,32.8,31,31.9,"blue",TRUE,21,3,1412.74350393,"B",45.3582757479103
"176","europar-test",10,200,10,417.06,9.21402307,28,8.15721,52119,33.8,31,32.4,"red",FALSE,21,4,1421.957527,"W",45.263615776903
"177","base-europar-test",10,200,10,304.34,6.83591675,NA,0,NA,33.2,30.1,31.65,"blue",TRUE,21,3,1428.79344375,"B",44.5207294252084
"178","europar-test",10,200,10,661.75,9.66195017,27,6.414849,50301,33,30.1,31.55,"red",FALSE,21,4,1438.45539392,"W",68.4903138969511
"179","base-europar-test",10,200,10,494.41,7.12921284,NA,0,NA,41.8,39.2,40.5,"blue",TRUE,21,3,1445.58460676,"B",69.3498722924928
"180","europar-test",10,200,10,664.89,9.62261814,16,10.430847,29966,39.8,36.5,38.15,"red",FALSE,21,4,1455.2072249,"W",69.0965795718461
"181","base-europar-test",10,200,10,503.51,7.20097779,NA,0,NA,37.4,35.4,36.4,"blue",TRUE,21,3,1462.40820269,"B",69.9224486845695
"182","europar-test",10,200,10,659.41,9.58168688,19,2.910502,35435,44,39.5,41.75,"red",FALSE,21,4,1471.98988957,"W",68.8198235089895
"183","base-europar-test",10,200,10,492.45,7.14281432,NA,0,NA,43.8,37,40.4,"blue",TRUE,21,3,1479.13270389,"B",68.9434133295516
"184","base-europar-test",10,200,25,494.79,7.15320311,NA,0,NA,38.4,35.1,36.75,"blue",TRUE,21,3,1486.285907,"B",69.1704111278898
"185","europar-test",10,200,25,660.91,9.59332257,55,2.852908,101612,40.6,37.8,39.2,"red",FALSE,21,4,1495.87922957,"W",68.8927110682988
"186","base-europar-test",10,200,25,494.6,7.13170049,NA,0,NA,40.8,37.2,39,"blue",TRUE,21,3,1503.01093006,"B",69.3523235718498
"187","europar-test",10,200,25,680.34,9.72107589,53,5.047461,98152,39.4,37.2,38.3,"red",FALSE,21,4,1512.73200595,"W",69.9860805222044
"188","base-europar-test",10,200,25,494.45,7.1457566,NA,0,NA,38.4,36.9,37.65,"blue",TRUE,21,3,1519.87776255,"B",69.1949121244908
"189","europar-test",10,200,25,672.6,9.69067472,51,6.485644,94441,38.4,35.1,36.75,"red",FALSE,21,4,1529.56843727,"W",69.4069318632542
"190","base-europar-test",10,200,25,492.61,7.1186928,NA,0,NA,39.4,36.9,38.15,"blue",TRUE,21,3,1536.68713007,"B",69.1995024704536
"191","europar-test",10,200,25,669.83,9.68288977,96,3.1822,177448,38.4,35.6,37,"red",FALSE,21,4,1546.37001984,"W",69.1766627433166
"192","base-europar-test",10,200,25,492.22,7.12934908,NA,0,NA,39.8,37.8,38.8,"blue",TRUE,21,3,1553.49936892,"B",69.041366115853
"193","europar-test",10,200,25,668.78,9.6939407,66,5.792547,122035,39.8,37.2,38.5,"red",FALSE,21,4,1563.19330962,"W",68.989487422798
"194","base-europar-test",10,200,25,492.59,7.12649004,NA,0,NA,39.6,35.9,37.75,"blue",TRUE,21,3,1570.31979966,"B",69.120983434364
"195","europar-test",10,200,25,667.23,9.62468758,52,8.380808,96321,37.9,36.9,37.4,"red",FALSE,21,4,1579.94448724,"W",69.3248476331322
"196","base-europar-test",10,200,25,493.34,7.12872861,NA,0,NA,38.9,35.9,37.4,"blue",TRUE,21,3,1587.07321585,"B",69.2044860998012
"197","europar-test",10,200,25,666.7,9.64401179,42,2.404075,77841,38.9,36.4,37.65,"red",FALSE,21,4,1596.71722764,"W",69.1309814336094
"198","base-europar-test",10,200,25,494.56,7.13585705,NA,0,NA,41.2,39.8,40.5,"blue",TRUE,21,3,1603.85308469,"B",69.3063210956559
"199","europar-test",10,200,25,664.52,9.61140998,53,7.336379,98069,38.6,36.4,37.5,"red",FALSE,21,4,1613.46449467,"W",69.1386593000167
"200","base-europar-test",10,200,25,493.11,7.1238368,NA,0,NA,38.9,36.1,37.5,"blue",TRUE,21,3,1620.58833147,"B",69.2197215972157
"201","europar-test",10,200,25,676.86,9.7092724,72,6.185875,133267,37.9,35.9,36.9,"red",FALSE,21,4,1630.29760387,"W",69.7127418116315
"202","base-europar-test",10,200,25,540.4,7.36563663,NA,0,NA,37.4,35.6,36.5,"blue",TRUE,21,3,1637.6632405,"B",73.3677246307493
"203","europar-test",10,200,25,896.41,10.87722782,51,6.595442,94561,46.1,42.8,44.45,"red",FALSE,21,4,1648.54046832,"W",82.4116231482959
"204","base-europar-test",10,200,25,575.81,7.5709928,NA,0,NA,37.1,35.4,36.25,"blue",TRUE,21,3,1656.11146112,"B",76.0547546683706
"205","europar-test",10,200,25,715.68,9.9203377,49,3.998888,90654,37.4,35.4,36.4,"red",FALSE,21,4,1666.03179882,"W",72.1427053839105
"206","base-europar-test",10,200,25,547.49,7.31225601,NA,0,NA,47.6,39.4,43.5,"blue",TRUE,21,3,1673.34405483,"B",74.8729255719809
"207","europar-test",10,200,25,816.82,10.46162387,59,7.298581,109233,36.9,35.4,36.15,"red",FALSE,21,4,1683.8056787,"W",78.077744922787
"208","base-europar-test",10,200,25,557.06,7.48698106,NA,0,NA,38.4,35.4,36.9,"blue",TRUE,21,3,1691.29265976,"B",74.4038211845029
"209","europar-test",10,200,25,784.46,10.28275401,49,4.089476,90686,37.9,35.4,36.65,"red",FALSE,21,4,1701.57541377,"W",76.2889007397348
"210","base-europar-test",10,200,25,524.54,7.25672191,NA,0,NA,39.4,35.9,37.65,"blue",TRUE,21,3,1708.83213568,"B",72.2833266184786
"211","europar-test",10,200,25,730.61,9.97934423,32,5.515259,59389,38.1,35.9,37,"red",FALSE,21,4,1718.81147991,"W",73.2122254890891
"212","base-europar-test",10,200,25,540.71,7.4003674,NA,0,NA,37.9,35.4,36.65,"blue",TRUE,21,3,1726.21184731,"B",73.0652913259415
"213","europar-test",10,200,25,692.09,9.80199202,32,3.929482,59446,38.9,34.9,36.9,"red",FALSE,21,4,1736.01383933,"W",70.6070764583218
"214","base-europar-test",10,200,25,518.57,7.22242686,NA,0,NA,43.5,37.5,40.5,"blue",TRUE,21,3,1743.23626619,"B",71.7999655866366
"215","europar-test",10,200,25,714.91,9.85702905,69,6.980213,127521,37.4,34.9,36.15,"red",FALSE,21,4,1753.09329524,"W",72.52793883163
